YearEnd,LocationDesc,Question,Data_Value,Age_years,GeoLocation
2012,Nevada,Percent of adults aged 18 years and older who have obesity,32.5,55 - 64,"(39.49324039, -117.071840564)"
2012,Michigan,Percent of adults aged 18 years and older who have obesity,35.6,55 - 64,"(44.661319543001, -84.71439027)"
2011,New Hampshire,Percent of adults aged 18 years and older who have obesity,27.4,45 - 54,"(43.655950113, -71.50036092)"
2013,Virginia,Percent of adults aged 18 years and older who have obesity,12.4,18 - 24,"(37.542680674, -78.457890463)"
2015,Indiana,Percent of adults aged 18 years and older who have obesity,29.5,65 or older,"(39.766910452, -86.149960194)"
2012,Wisconsin,Percent of adults aged 18 years and older who have obesity,16.9,18 - 24,"(44.393191174, -89.816370742)"
2012,West Virginia,Percent of adults aged 18 years and older who have obesity,26.1,18 - 24,"(38.665510202, -80.712640135)"
2011,Pennsylvania,Percent of adults aged 18 years and older who have obesity,33.9,45 - 54,"(40.793730152, -77.860700294)"
2011,Massachusetts,Percent of adults aged 18 years and older who have obesity,28.0,55 - 64,"(42.27687047, -72.082690675)"
2012,New Mexico,Percent of adults aged 18 years and older who have obesity,28.6,25 - 34,"(34.520880952, -106.240580985)"
2011,Colorado,Percent of adults aged 18 years and older who have obesity,10.2,18 - 24,"(38.843840757, -106.133610921)"
2014,Georgia,Percent of adults aged 18 years and older who have obesity,29.5,65 or older,"(32.839681093, -83.627580346)"
2015,California,Percent of adults aged 18 years and older who have obesity,26.1,55 - 64,"(37.638640123, -120.999999538)"
2013,Kansas,Percent of adults aged 18 years and older who have obesity,37.0,55 - 64,"(38.3477403, -98.200781227)"
2014,Illinois,Percent of adults aged 18 years and older who have obesity,35.8,55 - 64,"(40.485010283, -88.997710178)"
2015,New York,Percent of adults aged 18 years and older who have obesity,20.1,25 - 34,"(42.827001032, -75.543970427)"
2013,Wyoming,Percent of adults aged 18 years and older who have obesity,32.7,55 - 64,"(43.235541343, -108.109830353)"
2011,Maine,Percent of adults aged 18 years and older who have obesity,14.8,18 - 24,"(45.254228894001, -68.985031336)"
2012,Missouri,Percent of adults aged 18 years and older who have obesity,37.0,55 - 64,"(38.635790776, -92.566300053)"
2015,Tennessee,Percent of adults aged 18 years and older who have obesity,27.7,65 or older,"(35.68094058, -85.774490914)"
2014,Louisiana,Percent of adults aged 18 years and older who have obesity,38.5,45 - 54,"(31.312660644, -92.445680071)"
2011,Louisiana,Percent of adults aged 18 years and older who have obesity,17.0,18 - 24,"(31.312660644, -92.445680071)"
2014,Indiana,Percent of adults aged 18 years and older who have obesity,38.8,45 - 54,"(39.766910452, -86.149960194)"
2013,Virginia,Percent of adults aged 18 years and older who have obesity,26.4,65 or older,"(37.542680674, -78.457890463)"
2015,Kansas,Percent of adults aged 18 years and older who have obesity,35.8,25 - 34,"(38.3477403, -98.200781227)"
2012,Michigan,Percent of adults aged 18 years and older who have obesity,33.2,45 - 54,"(44.661319543001, -84.71439027)"
2015,Wisconsin,Percent of adults aged 18 years and older who have obesity,14.1,18 - 24,"(44.393191174, -89.816370742)"
2011,North Carolina,Percent of adults aged 18 years and older who have obesity,30.3,25 - 34,"(35.466220975, -79.159250463)"
2013,Arkansas,Percent of adults aged 18 years and older who have obesity,38.5,55 - 64,"(34.748650124, -92.274490743)"
2015,Indiana,Percent of adults aged 18 years and older who have obesity,30.9,35 - 44,"(39.766910452, -86.149960194)"
2013,North Carolina,Percent of adults aged 18 years and older who have obesity,31.1,35 - 44,"(35.466220975, -79.159250463)"
2015,West Virginia,Percent of adults aged 18 years and older who have obesity,20.7,18 - 24,"(38.665510202, -80.712640135)"
2013,Oregon,Percent of adults aged 18 years and older who have obesity,10.0,18 - 24,"(44.567449424, -120.155031326)"
2011,Nevada,Percent of adults aged 18 years and older who have obesity,18.1,65 or older,"(39.49324039, -117.071840564)"
2012,California,Percent of adults aged 18 years and older who have obesity,23.2,25 - 34,"(37.638640123, -120.999999538)"
2011,Florida,Percent of adults aged 18 years and older who have obesity,23.4,65 or older,"(28.932040377, -81.928960539)"
2013,Pennsylvania,Percent of adults aged 18 years and older who have obesity,34.5,35 - 44,"(40.793730152, -77.860700294)"
2012,Rhode Island,Percent of adults aged 18 years and older who have obesity,24.2,25 - 34,"(41.708280193, -71.522470314)"
2014,Wyoming,Percent of adults aged 18 years and older who have obesity,24.7,65 or older,"(43.235541343, -108.109830353)"
2011,Wyoming,Percent of adults aged 18 years and older who have obesity,28.7,35 - 44,"(43.235541343, -108.109830353)"
2014,Connecticut,Percent of adults aged 18 years and older who have obesity,31.7,55 - 64,"(41.56266102, -72.649840952)"
2015,Illinois,Percent of adults aged 18 years and older who have obesity,34.9,35 - 44,"(40.485010283, -88.997710178)"
2012,Kentucky,Percent of adults aged 18 years and older who have obesity,28.7,25 - 34,"(37.645970271, -84.774971048)"
2012,Iowa,Percent of adults aged 18 years and older who have obesity,37.8,55 - 64,"(42.469400913, -93.816490556)"
2011,Minnesota,Percent of adults aged 18 years and older who have obesity,28.6,35 - 44,"(46.355648736, -94.794200503)"
2011,South Carolina,Percent of adults aged 18 years and older who have obesity,38.9,45 - 54,"(33.998821303, -81.045371207)"
2015,New Mexico,Percent of adults aged 18 years and older who have obesity,29.2,25 - 34,"(34.520880952, -106.240580985)"
2014,Minnesota,Percent of adults aged 18 years and older who have obesity,33.0,55 - 64,"(46.355648736, -94.794200503)"
2015,Ohio,Percent of adults aged 18 years and older who have obesity,29.0,65 or older,"(40.060210141, -82.404260056)"
2014,Virginia,Percent of adults aged 18 years and older who have obesity,29.8,35 - 44,"(37.542680674, -78.457890463)"
2013,District of Columbia,Percent of adults aged 18 years and older who have obesity,30.1,55 - 64,"(38.890371385, -77.031961127)"
2014,Michigan,Percent of adults aged 18 years and older who have obesity,36.5,45 - 54,"(44.661319543001, -84.71439027)"
2012,Rhode Island,Percent of adults aged 18 years and older who have obesity,13.7,18 - 24,"(41.708280193, -71.522470314)"
2013,Minnesota,Percent of adults aged 18 years and older who have obesity,24.8,65 or older,"(46.355648736, -94.794200503)"
2012,North Carolina,Percent of adults aged 18 years and older who have obesity,26.2,65 or older,"(35.466220975, -79.159250463)"
2011,Nevada,Percent of adults aged 18 years and older who have obesity,27.4,35 - 44,"(39.49324039, -117.071840564)"
2014,South Dakota,Percent of adults aged 18 years and older who have obesity,37.7,55 - 64,"(44.353130053, -100.373530637)"
2012,Mississippi,Percent of adults aged 18 years and older who have obesity,36.7,25 - 34,"(32.745510099, -89.538030825)"
2014,Montana,Percent of adults aged 18 years and older who have obesity,31.3,35 - 44,"(47.066528972, -109.424420645)"
2015,North Carolina,Percent of adults aged 18 years and older who have obesity,26.7,65 or older,"(35.466220975, -79.159250463)"
2011,South Dakota,Percent of adults aged 18 years and older who have obesity,14.5,18 - 24,"(44.353130053, -100.373530637)"
2011,Idaho,Percent of adults aged 18 years and older who have obesity,24.3,65 or older,"(43.682630005, -114.363730042)"
2012,Oklahoma,Percent of adults aged 18 years and older who have obesity,31.8,25 - 34,"(35.472031356, -97.521070214)"
2013,Michigan,Percent of adults aged 18 years and older who have obesity,30.3,25 - 34,"(44.661319543001, -84.71439027)"
2011,Minnesota,Percent of adults aged 18 years and older who have obesity,24.5,25 - 34,"(46.355648736, -94.794200503)"
2011,Iowa,Percent of adults aged 18 years and older who have obesity,22.8,25 - 34,"(42.469400913, -93.816490556)"
2011,Pennsylvania,Percent of adults aged 18 years and older who have obesity,16.4,18 - 24,"(40.793730152, -77.860700294)"
2012,Minnesota,Percent of adults aged 18 years and older who have obesity,32.2,55 - 64,"(46.355648736, -94.794200503)"
2015,Idaho,Percent of adults aged 18 years and older who have obesity,27.3,65 or older,"(43.682630005, -114.363730042)"
2015,Montana,Percent of adults aged 18 years and older who have obesity,20.9,25 - 34,"(47.066528972, -109.424420645)"
2015,Montana,Percent of adults aged 18 years and older who have obesity,30.2,45 - 54,"(47.066528972, -109.424420645)"
2011,Nevada,Percent of adults aged 18 years and older who have obesity,27.5,45 - 54,"(39.49324039, -117.071840564)"
2014,West Virginia,Percent of adults aged 18 years and older who have obesity,35.3,25 - 34,"(38.665510202, -80.712640135)"
2015,Nevada,Percent of adults aged 18 years and older who have obesity,26.5,35 - 44,"(39.49324039, -117.071840564)"
2012,Iowa,Percent of adults aged 18 years and older who have obesity,30.0,25 - 34,"(42.469400913, -93.816490556)"
2015,Delaware,Percent of adults aged 18 years and older who have obesity,30.3,35 - 44,"(39.008830667, -75.577741168)"
2013,Pennsylvania,Percent of adults aged 18 years and older who have obesity,32.2,45 - 54,"(40.793730152, -77.860700294)"
2011,Tennessee,Percent of adults aged 18 years and older who have obesity,24.7,25 - 34,"(35.68094058, -85.774490914)"
2013,Arkansas,Percent of adults aged 18 years and older who have obesity,29.6,18 - 24,"(34.748650124, -92.274490743)"
2013,North Dakota,Percent of adults aged 18 years and older who have obesity,34.9,35 - 44,"(47.475319779, -100.118421049)"
2014,Florida,Percent of adults aged 18 years and older who have obesity,33.1,45 - 54,"(28.932040377, -81.928960539)"
2015,Michigan,Percent of adults aged 18 years and older who have obesity,34.6,55 - 64,"(44.661319543001, -84.71439027)"
2015,Indiana,Percent of adults aged 18 years and older who have obesity,36.7,55 - 64,"(39.766910452, -86.149960194)"
2015,Alabama,Percent of adults aged 18 years and older who have obesity,40.3,55 - 64,"(32.840571122, -86.631860762)"
2011,Massachusetts,Percent of adults aged 18 years and older who have obesity,22.8,65 or older,"(42.27687047, -72.082690675)"
2015,Maryland,Percent of adults aged 18 years and older who have obesity,10.3,18 - 24,"(39.290580964, -76.609260111)"
2015,Maryland,Percent of adults aged 18 years and older who have obesity,28.2,25 - 34,"(39.290580964, -76.609260111)"
2011,District of Columbia,Percent of adults aged 18 years and older who have obesity,34.8,45 - 54,"(38.890371385, -77.031961127)"
2011,California,Percent of adults aged 18 years and older who have obesity,27.6,55 - 64,"(37.638640123, -120.999999538)"
2012,Iowa,Percent of adults aged 18 years and older who have obesity,33.0,35 - 44,"(42.469400913, -93.816490556)"
2014,Colorado,Percent of adults aged 18 years and older who have obesity,20.5,65 or older,"(38.843840757, -106.133610921)"
2013,Nebraska,Percent of adults aged 18 years and older who have obesity,28.2,65 or older,"(41.641040988001, -99.365720623)"
2014,Rhode Island,Percent of adults aged 18 years and older who have obesity,24.8,25 - 34,"(41.708280193, -71.522470314)"
2015,Alabama,Percent of adults aged 18 years and older who have obesity,41.1,35 - 44,"(32.840571122, -86.631860762)"
2015,Illinois,Percent of adults aged 18 years and older who have obesity,25.7,25 - 34,"(40.485010283, -88.997710178)"
2014,Wisconsin,Percent of adults aged 18 years and older who have obesity,16.7,18 - 24,"(44.393191174, -89.816370742)"
2013,Missouri,Percent of adults aged 18 years and older who have obesity,34.8,45 - 54,"(38.635790776, -92.566300053)"
2012,North Carolina,Percent of adults aged 18 years and older who have obesity,32.8,35 - 44,"(35.466220975, -79.159250463)"
2014,Maine,Percent of adults aged 18 years and older who have obesity,25.9,65 or older,"(45.254228894001, -68.985031336)"
2011,Oregon,Percent of adults aged 18 years and older who have obesity,28.2,25 - 34,"(44.567449424, -120.155031326)"
2012,District of Columbia,Percent of adults aged 18 years and older who have obesity,15.7,25 - 34,"(38.890371385, -77.031961127)"
2014,Massachusetts,Percent of adults aged 18 years and older who have obesity,27.6,55 - 64,"(42.27687047, -72.082690675)"
2015,Minnesota,Percent of adults aged 18 years and older who have obesity,21.0,25 - 34,"(46.355648736, -94.794200503)"
2012,Alabama,Percent of adults aged 18 years and older who have obesity,39.7,45 - 54,"(32.840571122, -86.631860762)"
2014,Virginia,Percent of adults aged 18 years and older who have obesity,26.9,65 or older,"(37.542680674, -78.457890463)"
2012,North Carolina,Percent of adults aged 18 years and older who have obesity,36.5,55 - 64,"(35.466220975, -79.159250463)"
2012,Delaware,Percent of adults aged 18 years and older who have obesity,25.2,25 - 34,"(39.008830667, -75.577741168)"
2015,Maine,Percent of adults aged 18 years and older who have obesity,33.5,55 - 64,"(45.254228894001, -68.985031336)"
2015,Louisiana,Percent of adults aged 18 years and older who have obesity,33.6,65 or older,"(31.312660644, -92.445680071)"
2014,Kentucky,Percent of adults aged 18 years and older who have obesity,39.5,35 - 44,"(37.645970271, -84.774971048)"
2014,Louisiana,Percent of adults aged 18 years and older who have obesity,19.4,18 - 24,"(31.312660644, -92.445680071)"
2012,North Dakota,Percent of adults aged 18 years and older who have obesity,18.1,18 - 24,"(47.475319779, -100.118421049)"
2014,Alaska,Percent of adults aged 18 years and older who have obesity,34.5,55 - 64,"(64.845079957001, -147.722059036)"
2013,North Dakota,Percent of adults aged 18 years and older who have obesity,36.7,45 - 54,"(47.475319779, -100.118421049)"
2015,Texas,Percent of adults aged 18 years and older who have obesity,40.5,45 - 54,"(31.827240407, -99.426770206)"
2011,Nevada,Percent of adults aged 18 years and older who have obesity,27.8,55 - 64,"(39.49324039, -117.071840564)"
2011,Kansas,Percent of adults aged 18 years and older who have obesity,26.3,65 or older,"(38.3477403, -98.200781227)"
2013,New Hampshire,Percent of adults aged 18 years and older who have obesity,28.5,55 - 64,"(43.655950113, -71.50036092)"
2015,Pennsylvania,Percent of adults aged 18 years and older who have obesity,30.8,65 or older,"(40.793730152, -77.860700294)"
2014,Utah,Percent of adults aged 18 years and older who have obesity,23.1,25 - 34,"(39.360700171, -111.587130635)"
2014,Rhode Island,Percent of adults aged 18 years and older who have obesity,29.8,55 - 64,"(41.708280193, -71.522470314)"
2014,Washington,Percent of adults aged 18 years and older who have obesity,33.6,55 - 64,"(47.522278629, -120.47001079)"
2014,Indiana,Percent of adults aged 18 years and older who have obesity,30.2,65 or older,"(39.766910452, -86.149960194)"
2015,Alabama,Percent of adults aged 18 years and older who have obesity,35.2,25 - 34,"(32.840571122, -86.631860762)"
